"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124"
0,0,0,0,0,0,0.237112971775,0,-0.23,0,0,0,0,0,0,0,0,0,0,0,-0.23,0,0,0,0,-0.237112971775,0,0,0,0,0,0,0,0,0,0,0.237112971775,0,0,-0.23,0,0,0,0,0,0,0,0,0,-0.23,0,0,0,0,0,0,0,0,-0.237112971775,0,0,0,0.23,0,0,-0.237112971775,0,0,0,-0.237112971775,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0.237112971775,-0.23,-0.23,0,0,0.237112971775,0,0,0,0,0,0,0.23,-0.237112971775,0,0,0,0,0,0,0,0,0,0,0,0.237112971775,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.34218993179,0,0,0,-0.23,0,0,0,0.34218993179,-0.34218993179,0,0,0.34218993179,0,0,0,-0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.34218993179,0,0,0,0,-0.23,0,0,0,0,0.34218993179,0,0,0,0,-0.23,0,0,0.34218993179,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0.34218993179,0,0,0,0,0,0.23,0.34218993179,0,0,0,0,-0.23,-0.23,-0.34218993179,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.0009795894143,0,0.239902229075,0,-0.23,0,0,0,0.0009795894143,-0.0009795894143,0,0,0.0009795894143,0,0,0,-0.23,0,0,0,0,-0.239902229075,0,0,0,0,0,0,0,0,-0.0009795894143,0,0.239902229075,0,0,-0.23,0,0,0,0,0.0009795894143,0,0,0,0,-0.23,0,0,0.0009795894143,0,0,0,0,0,-0.239902229075,0,0,0,0.23,0,0,-0.239902229075,0,0,0,-0.239902229075,0.23,0,0,0,0,0,0,0.0009795894143,0,0,0,0,0,0.23,0.0009795894143,0,0,0,0.239902229075,-0.23,-0.23,-0.0009795894143,0,0.239902229075,0,0,0,0,0,0,0.23,-0.239902229075,0,0,0,0,0,0,0,0,0,0,0,0.239902229075,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.249756051475,0,-0.23,0,0,0,0,0,0,0,0,0,0,0,-0.23,0,0,0,0,-0.249756051475,0,0,0,0,0,0,0,0,0,0,0.249756051475,0,0,-0.23,0,0,0,0,0,0,0,0,0,-0.23,0,0,0,0,0,0,0,0,-0.249756051475,0,0,0,0.23,0,0,-0.249756051475,0,0,0,-0.249756051475,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0.249756051475,-0.23,-0.23,0,0,0.249756051475,0,0,0,0,0,0,0.23,-0.249756051475,0,0,0,0,0,0,0,0,0,0,0,0.249756051475,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,-0.23,0,0,0,0,0,0,0,0,0,0,0,-0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.23,0,0,0,0,0,0,0,0,0,-0.23,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,-0.23,-0.23,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09618250516,0,0.13229321695,0,-0.23,0,0,0,0.09618250516,-0.09618250516,0,0,0.09618250516,0,0,0,-0.23,0,0,0,0,-0.13229321695,0,0,0,0,0,0,0,0,-0.09618250516,0,0.13229321695,0,0,-0.23,0,0,0,0,0.09618250516,0,0,0,0,-0.23,0,0,0.09618250516,0,0,0,0,0,-0.13229321695,0,0,0,0.23,0,0,-0.13229321695,0,0,0,-0.13229321695,0.23,0,0,0,0,0,0,0.09618250516,0,0,0,0,0,0.23,0.09618250516,0,0,0,0.13229321695,-0.23,-0.23,-0.09618250516,0,0.13229321695,0,0,0,0,0,0,0.23,-0.13229321695,0,0,0,0,0,0,0,0,0,0,0,0.13229321695,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.23745665205,0,-0.23,0,0,0,0,0,0,0,0,0,0,0,-0.23,0,0,0,0,-0.23745665205,0,0,0,0,0,0,0,0,0,0,0.23745665205,0,0,-0.23,0,0,0,0,0,0,0,0,0,-0.23,0,0,0,0,0,0,0,0,-0.23745665205,0,0,0,0.23,0,0,-0.23745665205,0,0,0,-0.23745665205,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0.23745665205,-0.23,-0.23,0,0,0.23745665205,0,0,0,0,0,0,0.23,-0.23745665205,0,0,0,0,0,0,0,0,0,0,0,0.23745665205,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.24885653905,0,-0.23,0,0,0,0,0,0,0,0,0,0,0,-0.23,0,0,0,0,-0.24885653905,0,0,0,0,0,0,0,0,0,0,0.24885653905,0,0,-0.23,0,0,0,0,0,0,0,0,0,-0.23,0,0,0,0,0,0,0,0,-0.24885653905,0,0,0,0.23,0,0,-0.24885653905,0,0,0,-0.24885653905,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0.24885653905,-0.23,-0.23,0,0,0.24885653905,0,0,0,0,0,0,0.23,-0.24885653905,0,0,0,0,0,0,0,0,0,0,0,0.24885653905,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.18405014782,0,0.115667400375,0,-0.23,0,0,0,0.18405014782,-0.18405014782,0,0,0.18405014782,0,0,0,-0.23,0,0,0,0,-0.115667400375,0,0,0,0,0,0,0,0,-0.18405014782,0,0.115667400375,0,0,-0.23,0,0,0,0,0.18405014782,0,0,0,0,-0.23,0,0,0.18405014782,0,0,0,0,0,-0.115667400375,0,0,0,0.23,0,0,-0.115667400375,0,0,0,-0.115667400375,0.23,0,0,0,0,0,0,0.18405014782,0,0,0,0,0,0.23,0.18405014782,0,0,0,0.115667400375,-0.23,-0.23,-0.18405014782,0,0.115667400375,0,0,0,0,0,0,0.23,-0.115667400375,0,0,0,0,0,0,0,0,0,0,0,0.115667400375,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.068509586705,0,0.113548313025,0,-0.23,0,0,0,0.068509586705,-0.068509586705,0,0,0.068509586705,0,0,0,-0.23,0,0,0,0,-0.113548313025,0,0,0,0,0,0,0,0,-0.068509586705,0,0.113548313025,0,0,-0.23,0,0,0,0,0.068509586705,0,0,0,0,-0.23,0,0,0.068509586705,0,0,0,0,0,-0.113548313025,0,0,0,0.23,0,0,-0.113548313025,0,0,0,-0.113548313025,0.23,0,0,0,0,0,0,0.068509586705,0,0,0,0,0,0.23,0.068509586705,0,0,0,0.113548313025,-0.23,-0.23,-0.068509586705,0,0.113548313025,0,0,0,0,0,0,0.23,-0.113548313025,0,0,0,0,0,0,0,0,0,0,0,0.113548313025,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.261173801245,0,0.05661624765,0,-0.23,0,0,0,0.261173801245,-0.261173801245,0,0,0.261173801245,0,0,0,-0.23,0,0,0,0,-0.05661624765,0,0,0,0,0,0,0,0,-0.261173801245,0,0.05661624765,0,0,-0.23,0,0,0,0,0.261173801245,0,0,0,0,-0.23,0,0,0.261173801245,0,0,0,0,0,-0.05661624765,0,0,0,0.23,0,0,-0.05661624765,0,0,0,-0.05661624765,0.23,0,0,0,0,0,0,0.261173801245,0,0,0,0,0,0.23,0.261173801245,0,0,0,0.05661624765,-0.23,-0.23,-0.261173801245,0,0.05661624765,0,0,0,0,0,0,0.23,-0.05661624765,0,0,0,0,0,0,0,0,0,0,0,0.05661624765,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.0129871896105,0,0.2140901234,0,-0.23,0,0,0,0.0129871896105,-0.0129871896105,0,0,0.0129871896105,0,0,0,-0.23,0,0,0,0,-0.2140901234,0,0,0,0,0,0,0,0,-0.0129871896105,0,0.2140901234,0,0,-0.23,0,0,0,0,0.0129871896105,0,0,0,0,-0.23,0,0,0.0129871896105,0,0,0,0,0,-0.2140901234,0,0,0,0.23,0,0,-0.2140901234,0,0,0,-0.2140901234,0.23,0,0,0,0,0,0,0.0129871896105,0,0,0,0,0,0.23,0.0129871896105,0,0,0,0.2140901234,-0.23,-0.23,-0.0129871896105,0,0.2140901234,0,0,0,0,0,0,0.23,-0.2140901234,0,0,0,0,0,0,0,0,0,0,0,0.2140901234,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.339989430305,0,0,0,-0.23,0,0,0,0.339989430305,-0.339989430305,0,0,0.339989430305,0,0,0,-0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.339989430305,0,0,0,0,-0.23,0,0,0,0,0.339989430305,0,0,0,0,-0.23,0,0,0.339989430305,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0.339989430305,0,0,0,0,0,0.23,0.339989430305,0,0,0,0,-0.23,-0.23,-0.339989430305,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.11865410179,0,0.125459270075,0,-0.23,0,0,0,0.11865410179,-0.11865410179,0,0,0.11865410179,0,0,0,-0.23,0,0,0,0,-0.125459270075,0,0,0,0,0,0,0,0,-0.11865410179,0,0.125459270075,0,0,-0.23,0,0,0,0,0.11865410179,0,0,0,0,-0.23,0,0,0.11865410179,0,0,0,0,0,-0.125459270075,0,0,0,0.23,0,0,-0.125459270075,0,0,0,-0.125459270075,0.23,0,0,0,0,0,0,0.11865410179,0,0,0,0,0,0.23,0.11865410179,0,0,0,0.125459270075,-0.23,-0.23,-0.11865410179,0,0.125459270075,0,0,0,0,0,0,0.23,-0.125459270075,0,0,0,0,0,0,0,0,0,0,0,0.125459270075,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09452694846,0,0.136289810475,0,-0.23,0,0,0,0.09452694846,-0.09452694846,0,0,0.09452694846,0,0,0,-0.23,0,0,0,0,-0.136289810475,0,0,0,0,0,0,0,0,-0.09452694846,0,0.136289810475,0,0,-0.23,0,0,0,0,0.09452694846,0,0,0,0,-0.23,0,0,0.09452694846,0,0,0,0,0,-0.136289810475,0,0,0,0.23,0,0,-0.136289810475,0,0,0,-0.136289810475,0.23,0,0,0,0,0,0,0.09452694846,0,0,0,0,0,0.23,0.09452694846,0,0,0,0.136289810475,-0.23,-0.23,-0.09452694846,0,0.136289810475,0,0,0,0,0,0,0.23,-0.136289810475,0,0,0,0,0,0,0,0,0,0,0,0.136289810475,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.335307084315,0,0.0051947597325,0,-0.23,0,0,0,0.335307084315,-0.335307084315,0,0,0.335307084315,0,0,0,-0.23,0,0,0,0,-0.0051947597325,0,0,0,0,0,0,0,0,-0.335307084315,0,0.0051947597325,0,0,-0.23,0,0,0,0,0.335307084315,0,0,0,0,-0.23,0,0,0.335307084315,0,0,0,0,0,-0.0051947597325,0,0,0,0.23,0,0,-0.0051947597325,0,0,0,-0.0051947597325,0.23,0,0,0,0,0,0,0.335307084315,0,0,0,0,0,0.23,0.335307084315,0,0,0,0.0051947597325,-0.23,-0.23,-0.335307084315,0,0.0051947597325,0,0,0,0,0,0,0.23,-0.0051947597325,0,0,0,0,0,0,0,0,0,0,0,0.0051947597325,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.2409828922,0,-0.23,0,0,0,0,0,0,0,0,0,0,0,-0.23,0,0,0,0,-0.2409828922,0,0,0,0,0,0,0,0,0,0,0.2409828922,0,0,-0.23,0,0,0,0,0,0,0,0,0,-0.23,0,0,0,0,0,0,0,0,-0.2409828922,0,0,0,0.23,0,0,-0.2409828922,0,0,0,-0.2409828922,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0.2409828922,-0.23,-0.23,0,0,0.2409828922,0,0,0,0,0,0,0.23,-0.2409828922,0,0,0,0,0,0,0,0,0,0,0,0.2409828922,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.248107803475,0,-0.23,0,0,0,0,0,0,0,0,0,0,0,-0.23,0,0,0,0,-0.248107803475,0,0,0,0,0,0,0,0,0,0,0.248107803475,0,0,-0.23,0,0,0,0,0,0,0,0,0,-0.23,0,0,0,0,0,0,0,0,-0.248107803475,0,0,0,0.23,0,0,-0.248107803475,0,0,0,-0.248107803475,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0.248107803475,-0.23,-0.23,0,0,0.248107803475,0,0,0,0,0,0,0.23,-0.248107803475,0,0,0,0,0,0,0,0,0,0,0,0.248107803475,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.321778263555,0,0.019297118575,0,-0.23,0,0,0,0.321778263555,-0.321778263555,0,0,0.321778263555,0,0,0,-0.23,0,0,0,0,-0.019297118575,0,0,0,0,0,0,0,0,-0.321778263555,0,0.019297118575,0,0,-0.23,0,0,0,0,0.321778263555,0,0,0,0,-0.23,0,0,0.321778263555,0,0,0,0,0,-0.019297118575,0,0,0,0.23,0,0,-0.019297118575,0,0,0,-0.019297118575,0.23,0,0,0,0,0,0,0.321778263555,0,0,0,0,0,0.23,0.321778263555,0,0,0,0.019297118575,-0.23,-0.23,-0.321778263555,0,0.019297118575,0,0,0,0,0,0,0.23,-0.019297118575,0,0,0,0,0,0,0,0,0,0,0,0.019297118575,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.0606371738,0,0.110916519625,0,-0.23,0,0,0,0.0606371738,-0.0606371738,0,0,0.0606371738,0,0,0,-0.23,0,0,0,0,-0.110916519625,0,0,0,0,0,0,0,0,-0.0606371738,0,0.110916519625,0,0,-0.23,0,0,0,0,0.0606371738,0,0,0,0,-0.23,0,0,0.0606371738,0,0,0,0,0,-0.110916519625,0,0,0,0.23,0,0,-0.110916519625,0,0,0,-0.110916519625,0.23,0,0,0,0,0,0,0.0606371738,0,0,0,0,0,0.23,0.0606371738,0,0,0,0.110916519625,-0.23,-0.23,-0.0606371738,0,0.110916519625,0,0,0,0,0,0,0.23,-0.110916519625,0,0,0,0,0,0,0,0,0,0,0,0.110916519625,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.0168878336585,0,0.212730904225,0,-0.23,0,0,0,0.0168878336585,-0.0168878336585,0,0,0.0168878336585,0,0,0,-0.23,0,0,0,0,-0.212730904225,0,0,0,0,0,0,0,0,-0.0168878336585,0,0.212730904225,0,0,-0.23,0,0,0,0,0.0168878336585,0,0,0,0,-0.23,0,0,0.0168878336585,0,0,0,0,0,-0.212730904225,0,0,0,0.23,0,0,-0.212730904225,0,0,0,-0.212730904225,0.23,0,0,0,0,0,0,0.0168878336585,0,0,0,0,0,0.23,0.0168878336585,0,0,0,0.212730904225,-0.23,-0.23,-0.0168878336585,0,0.212730904225,0,0,0,0,0,0,0.23,-0.212730904225,0,0,0,0,0,0,0,0,0,0,0,0.212730904225,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.12106634925,0,0.11823363895,0,-0.23,0,0,0,0.12106634925,-0.12106634925,0,0,0.12106634925,0,0,0,-0.23,0,0,0,0,-0.11823363895,0,0,0,0,0,0,0,0,-0.12106634925,0,0.11823363895,0,0,-0.23,0,0,0,0,0.12106634925,0,0,0,0,-0.23,0,0,0.12106634925,0,0,0,0,0,-0.11823363895,0,0,0,0.23,0,0,-0.11823363895,0,0,0,-0.11823363895,0.23,0,0,0,0,0,0,0.12106634925,0,0,0,0,0,0.23,0.12106634925,0,0,0,0.11823363895,-0.23,-0.23,-0.12106634925,0,0.11823363895,0,0,0,0,0,0,0.23,-0.11823363895,0,0,0,0,0,0,0,0,0,0,0,0.11823363895,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.24483123795,0,-0.23,0,0,0,0,0,0,0,0,0,0,0,-0.23,0,0,0,0,-0.24483123795,0,0,0,0,0,0,0,0,0,0,0.24483123795,0,0,-0.23,0,0,0,0,0,0,0,0,0,-0.23,0,0,0,0,0,0,0,0,-0.24483123795,0,0,0,0.23,0,0,-0.24483123795,0,0,0,-0.24483123795,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0.24483123795,-0.23,-0.23,0,0,0.24483123795,0,0,0,0,0,0,0.23,-0.24483123795,0,0,0,0,0,0,0,0,0,0,0,0.24483123795,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.00584872596,0,0.232255211325,0,-0.23,0,0,0,0.00584872596,-0.00584872596,0,0,0.00584872596,0,0,0,-0.23,0,0,0,0,-0.232255211325,0,0,0,0,0,0,0,0,-0.00584872596,0,0.232255211325,0,0,-0.23,0,0,0,0,0.00584872596,0,0,0,0,-0.23,0,0,0.00584872596,0,0,0,0,0,-0.232255211325,0,0,0,0.23,0,0,-0.232255211325,0,0,0,-0.232255211325,0.23,0,0,0,0,0,0,0.00584872596,0,0,0,0,0,0.23,0.00584872596,0,0,0,0.232255211325,-0.23,-0.23,-0.00584872596,0,0.232255211325,0,0,0,0,0,0,0.23,-0.232255211325,0,0,0,0,0,0,0,0,0,0,0,0.232255211325,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.245590720475,0,-0.23,0,0,0,0,0,0,0,0,0,0,0,-0.23,0,0,0,0,-0.245590720475,0,0,0,0,0,0,0,0,0,0,0.245590720475,0,0,-0.23,0,0,0,0,0,0,0,0,0,-0.23,0,0,0,0,0,0,0,0,-0.245590720475,0,0,0,0.23,0,0,-0.245590720475,0,0,0,-0.245590720475,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0.245590720475,-0.23,-0.23,0,0,0.245590720475,0,0,0,0,0,0,0.23,-0.245590720475,0,0,0,0,0,0,0,0,0,0,0,0.245590720475,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.26394140507,0,0.0578217649,0,-0.23,0,0,0,0.26394140507,-0.26394140507,0,0,0.26394140507,0,0,0,-0.23,0,0,0,0,-0.0578217649,0,0,0,0,0,0,0,0,-0.26394140507,0,0.0578217649,0,0,-0.23,0,0,0,0,0.26394140507,0,0,0,0,-0.23,0,0,0.26394140507,0,0,0,0,0,-0.0578217649,0,0,0,0.23,0,0,-0.0578217649,0,0,0,-0.0578217649,0.23,0,0,0,0,0,0,0.26394140507,0,0,0,0,0,0.23,0.26394140507,0,0,0,0.0578217649,-0.23,-0.23,-0.26394140507,0,0.0578217649,0,0,0,0,0,0,0.23,-0.0578217649,0,0,0,0,0,0,0,0,0,0,0,0.0578217649,0,0,0,0,0,0,0,0,0,0
